Progress,Duration (in seconds),Finished,QID2,QID3,QID4,QID5_1,QID5_2,QID5_3,QID5_4,QID5_5,QID5_6,QID5_7,QID5_8,1_,1_.1,1_QID14_1,1_QID22_1,1_QID22_2,1_QID22_3,1_QID22_4,1_QID22_5,1_QID22_6,1_QID22_7,1_QID22_8,1_QID22_9,1_QID25_1,1_QID25_2,1_QID25_3,1_QID25_4,1_QID25_5,1_QID25_6,1__1,1__2,1__3,1__4,1_.2,1_.3,1_.4,2_,2_.1,2_QID14_1,2_QID22_1,2_QID22_2,2_QID22_3,2_QID22_4,2_QID22_5,2_QID22_6,2_QID22_7,2_QID22_8,2_QID22_9,2_QID25_1,2_QID25_2,2_QID25_3,2_QID25_4,2_QID25_5,2_QID25_6,2__1,2__2,2__3,2__4,2_.2,2_.3,2_.4,3_,3_.1,3_QID14_1,3_QID22_1,3_QID22_2,3_QID22_3,3_QID22_4,3_QID22_5,3_QID22_6,3_QID22_7,3_QID22_8,3_QID22_9,3_QID25_1,3_QID25_2,3_QID25_3,3_QID25_4,3_QID25_5,3_QID25_6,3__1,3__2,3__3,3__4,3_.2,3_.3,3_.4,4_,4_.1,4_QID14_1,4_QID22_1,4_QID22_2,4_QID22_3,4_QID22_4,4_QID22_5,4_QID22_6,4_QID22_7,4_QID22_8,4_QID22_9,4_QID25_1,4_QID25_2,4_QID25_3,4_QID25_4,4_QID25_5,4_QID25_6,4__1,4__2,4__3,4__4,4_.2,4_.3,4_.4,5_,5_.1,5_QID14_1,5_QID22_1,5_QID22_2,5_QID22_3,5_QID22_4,5_QID22_5,5_QID22_6,5_QID22_7,5_QID22_8,5_QID22_9,5_QID25_1,5_QID25_2,5_QID25_3,5_QID25_4,5_QID25_5,5_QID25_6,5__1,5__2,5__3,5__4,5_.2,5_.3,5_.4,6_,6_.1,6_QID14_1,6_QID22_1,6_QID22_2,6_QID22_3,6_QID22_4,6_QID22_5,6_QID22_6,6_QID22_7,6_QID22_8,6_QID22_9,6_QID25_1,6_QID25_2,6_QID25_3,6_QID25_4,6_QID25_5,6_QID25_6,6__1,6__2,6__3,6__4,6_.2,6_.3,6_.4,7_,7_.1,7_QID14_1,7_QID22_1,7_QID22_2,7_QID22_3,7_QID22_4,7_QID22_5,7_QID22_6,7_QID22_7,7_QID22_8,7_QID22_9,7_QID25_1,7_QID25_2,7_QID25_3,7_QID25_4,7_QID25_5,7_QID25_6,7__1,7__2,7__3,7__4,7_.2,7_.3,7_.4,8_,8_.1,8_QID14_1,8_QID22_1,8_QID22_2,8_QID22_3,8_QID22_4,8_QID22_5,8_QID22_6,8_QID22_7,8_QID22_8,8_QID22_9,8_QID25_1,8_QID25_2,8_QID25_3,8_QID25_4,8_QID25_5,8_QID25_6,8__1,8__2,8__3,8__4,8_.2,8_.3,8_.4,QID15,QID16,QID17
100,396,True,Data Analyst / Data Scientist,Pakistan ,Daily or almost daily,OpenAI (ChatGPT),,Google (Gemini),,,,"Mistral AI (Mistral Medium, Le Chat)",,Yes,More than 18 months,Somewhat satisfied,2,4,1,4,4,5,1,1,1,4,4,4,4,4,3,,Paid individual,,,Switch model,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Less than 1 month,Somewhat satisfied,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,,,,Unsure,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Less than 1 month,Neither satisfied nor dissatisfied,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,Unsure,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Response style tailored to me,Default behavior of giving lengthy responses with filler hearings and lines,More innovative features like branching of chats 
100,233,True,Other (please specify),US,Weekly,,,Google (Gemini),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,3–6 months,Somewhat dissatisfied,5,5,1,5,5,5,1,1,5,3,5,5,3,5,4,Free,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gives you better UI/UX,Results not being detailed,More simpler UI
100,139,True,Developer / Software Engineer,United States,Daily or almost daily,OpenAI (ChatGPT),Anthropic (Claude),Google (Gemini),,,,,,No,More than 18 months,Somewhat satisfied,4,4,3,4,4,3,5,4,1,5,4,4,3,3,3,Free,,,,,Yes,Anthropic (Claude),Yes,6–12 months,Extremely satisfied,4,4,3,3,5,5,4,4,1,3,3,5,5,5,3,,Paid individual,,,Keep plan,No,,No,3–6 months,Extremely satisfied,5,4,3,4,3,3,4,5,3,4,4,4,3,4,3,Free,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,63220,True,Researcher / Academic,US,Monthly,OpenAI (ChatGPT),,,,,,,,Yes,1–3 months,Somewhat satisfied,1,1,1,2,2,1,3,1,2,3,3,1,1,3,2,Free,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Easier to use. ,Hallucination. It sometimes makes things up that don’t exist. ,Be more accurate. 
100,284,True,Developer / Software Engineer,USA,Daily or almost daily,OpenAI (ChatGPT),Anthropic (Claude),Google (Gemini),,xAI (Grok),,,,Yes,More than 18 months,Extremely satisfied,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,Paid individual,Paid team/enterprise,,Keep plan,Yes,Anthropic (Claude),No,More than 18 months,Somewhat satisfied,5,5,4,3,3,5,5,1,4,5,5,5,5,5,5,Free,,,,,No,,No,6–12 months,Neither satisfied nor dissatisfied,5,3,3,3,4,3,3,1,3,3,3,3,3,3,3,,Paid individual,Paid team/enterprise,,Stop using,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,3–6 months,Somewhat dissatisfied,3,3,3,3,3,3,3,1,5,3,3,3,3,3,3,Free,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sycophancy,
100,513,True,Consultant / Business Professional,philippines,Daily or almost daily,OpenAI (ChatGPT),Anthropic (Claude),Google (Gemini),Meta (Llama),xAI (Grok),DeepSeek,"Mistral AI (Mistral Medium, Le Chat)",,No,12–18 months,Somewhat satisfied,3,2,1,3,3,4,3,1,1,4,3,3,3,4,3,,,Paid team/enterprise,,Keep plan,Yes,Other (please specify),No,Less than 1 month,Neither satisfied nor dissatisfied,1,3,1,2,3,1,3,1,1,4,3,2,2,2,2,Free,,,,,No,,No,6–12 months,Neither satisfied nor dissatisfied,2,5,4,3,3,3,2,1,1,5,2,4,3,4,3,Free,,,,,No,,No,3–6 months,Neither satisfied nor dissatisfied,1,1,4,3,3,1,3,1,1,2,1,1,1,1,1,Free,,,,,No,,No,6–12 months,Neither satisfied nor dissatisfied,2,2,5,5,4,3,3,1,3,3,2,1,2,1,1,Free,,,,,No,,Yes,6–12 months,Somewhat satisfied,4,3,1,3,3,2,3,1,3,4,2,2,2,1,1,Free,,,,,No,,No,Less than 1 month,Extremely dissatisfied,1,1,1,1,2,1,3,1,5,2,1,1,1,1,1,Free,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,DeepSeek has lulzy personality. It's an absolute chaos gremlin.,Moderation,NSFW image gen
100,179,True,Student,nn,Monthly,,Anthropic (Claude),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,1–3 months,Extremely satisfied,1,5,2,5,5,5,5,1,1,2,2,5,5,5,2,,Paid individual,,,Switch model,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full context,no context and token limit,quick switches
100,218,True,Consultant / Business Professional,Australia,Daily or almost daily,,,,,,DeepSeek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,3–6 months,Somewhat satisfied,5,5,1,4,4,5,5,5,5,1,5,5,5,5,5,Free,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chinese so will not be subtly manipulated to spout disinformation like western oligarch models, Deepseek when not allowed to mention something will simply say he cant talk. As we ve seen by western models, they are introducing misinformation based on their techbro's often hateful beliefs","They can be slow, not instant, occasional server limitations","Plenty of quality of life features depending on useage, too many to mention"
100,274,True,Student,Ireland,Daily or almost daily,OpenAI (ChatGPT),,Google (Gemini),,,,,,Yes,3–6 months,Somewhat dissatisfied,4,3,4,5,5,4,3,1,1,2,4,3,3,3,3,,Paid individual,,,Keep plan,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,3–6 months,Somewhat satisfied,4,5,2,2,3,4,2,1,2,3,1,4,4,3,3,,,,Unsure,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Better at creative writing and roleplay. I prefer 4o’s writing style. ,"Company policies restricting content, hallucinations, ignoring instructions, sycophancy, people pleasing attitude, illogical reasoning. ",An uncensored mode. Absolutely zero model router switching. 
100,535,True,Other (please specify),Deutschland ,Daily or almost daily,OpenAI (ChatGPT),,,,xAI (Grok),,"Mistral AI (Mistral Medium, Le Chat)",,Yes,6–12 months,Extremely satisfied,5,5,5,5,5,5,5,2,4,5,5,5,5,5,5,,Paid individual,,,Downgrade,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Less than 1 month,Extremely dissatisfied,2,5,5,5,5,5,4,1,5,5,5,5,4,4,5,,,,Unsure,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Less than 1 month,Extremely dissatisfied,5,1,5,5,5,5,1,1,5,5,5,5,5,5,5,,,,Unsure,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Es ist echt.,Raum wechsel,Raum wechsel
100,1655,True,Developer / Software Engineer,UK,Daily or almost daily,,,,,xAI (Grok),,"Mistral AI (Mistral Medium, Le Chat)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,1–3 months,Somewhat satisfied,4,3,1,2,2,2,1,3,4,3,3,4,3,3,3,Free,,,,,Yes,OpenAI (ChatGPT/GPT-5),,,,,,,,,,,,,,,,,,,,,,,,,,Yes,3–6 months,Extremely satisfied,5,5,3,4,4,4,3,5,5,5,5,4,5,4,3,Free,,,,,Yes,OpenAI (ChatGPT/GPT-5),,,,,,,,,,,,,,,,,,,,,,,,,,"The attention balance of all Mistral models is incredible compared to the alternatives - even Mistral Small running locally keeps track of multiple subjects in a conversation with very little to no confusion between them up to between 27K - 80K token context (depending on the complexity), regardless of the subject - from software development to creative writing. Mistral Medium on Le Chat is even better. The careful/arguably lower censorship (I'd argue it isn't less censored than the alternatives, the models just understand the context better so there's less false blocks on clearly harmless subjects) seems to help the model keep track of normal subjects/discussions better without becoming confused. As a Data Engineer I find this fascinating - I suspect the stricter censorship on ChatGPT 5 especially is the reason GPT5's output seems of far lower quality than ChatGPT 4 was - it's allocating too much of its attention budget on adhering to censorship rules to be able to answer normal queries without becoming confused between the rules and the users message.","When they confuse different subjects within a chat. ChatGPT currently does this, as does Grok (to a lesser extent). Mistral Small and Mistral Medium are the only models that don't appear to suffer from this issue, which is very impressive. ","Honestly, the current Mistral models - both local and Le Chat - are already good enough for all of my use cases.

I could wish for better memory support to get around the context limitations, but I've implemented a solution for local chats that works almost perfectly for my projects, and Le Chat (paid) and Copilot also have good implementations... So I guess less false positives on censorship (just to avoid the model confusion that seems to stem from it in current models) for the other models would be my most wished-for feature (or implement it via better model training datasets rather than UI guardrails which just cause frustration for many users...), though it's really only a ChatGPT issue out of the models I use - as an example, ChatGPT is cagey even discussing training new AI models on fully open source data at times/blatantly lies about limitations and how cost prohibitive it would be and that I shouldn't do it (I mean, RunPod makes it very affordable...), and since other models are happy to discuss model training projects and best practices when building new and safe datasets... I hope more teams follow Mistral's example and focus on building great models that engage and educate rather than just say no at their first misunderstanding."
100,549,True,Researcher / Academic,USA,Daily or almost daily,OpenAI (ChatGPT),Anthropic (Claude),Google (Gemini),Meta (Llama),xAI (Grok),DeepSeek,"Mistral AI (Mistral Medium, Le Chat)",Other (please specify),No,12–18 months,Somewhat dissatisfied,3,3,3,2,4,3,4,1,2,3,3,2,3,2,4,,,Paid team/enterprise,,Downgrade,No,,No,12–18 months,Somewhat satisfied,2,5,2,4,3,4,2,1,2,4,4,4,4,3,3,,,Paid team/enterprise,,Downgrade,Yes,OpenAI (ChatGPT/GPT-5),Yes,12–18 months,Somewhat satisfied,2,5,4,1,2,4,2,1,2,5,4,5,3,3,3,,,Paid team/enterprise,,Keep plan,Yes,Anthropic (Claude),No,12–18 months,Extremely dissatisfied,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Free,,,,,No,,No,12–18 months,Neither satisfied nor dissatisfied,3,3,4,3,3,3,1,1,4,4,2,4,3,2,1,,Paid individual,,,Downgrade,No,,No,12–18 months,Extremely satisfied,5,4,1,1,2,5,5,2,3,4,4,4,4,2,2,Free,,,,,No,,No,12–18 months,Neither satisfied nor dissatisfied,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,Paid individual,,,Stop using,No,,Yes,1–3 months,Extremely satisfied,5,5,2,2,2,5,5,1,4,5,5,5,3,5,4,,Paid individual,,,Keep plan,Yes,Anthropic (Claude),"Incredibly good instruction following of system prompts, doesn't preach, doesn't use stupid emojis, doesn't impose company values, hangs with my needs, is nearly as smart as Claude and Gemini, has slightly less western bias",Offering to do my work for me or drawing conclusions before I'm ready to pivot from the exploration phase of a conversation,Longer output 
100,823,True,Other (please specify),antarctica,Daily or almost daily,OpenAI (ChatGPT),Anthropic (Claude),,,,DeepSeek,,,No,More than 18 months,Somewhat dissatisfied,1,1,1,1,1,1,1,1,1,3,4,3,2,3,3,Free,,,,,No,,No,More than 18 months,Somewhat satisfied,1,4,1,1,1,3,1,1,4,4,4,4,4,3,3,Free,,,,,Yes,OpenAI (ChatGPT/GPT-5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,6–12 months,Somewhat satisfied,1,3,1,2,1,4,5,1,5,4,4,5,4,3,3,Free,,,,,Yes,Anthropic (Claude),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"understands nuance, though it wasn't always that way",censorship,less repetition and more creativity. maybe a even less censorship but i'm not really discontent with the current level
100,427,True,Other (please specify),Prefer not to say.,Monthly,OpenAI (ChatGPT),,,,,,,,Yes,1–3 months,Somewhat satisfied,5,4,1,3,3,4,4,5,3,4,4,3,,,,Free,,,,,Yes,Other (please specify),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Certain words cause it to pipeline into one concept (if you introduce the word “verdant” to any magic related chat at least a third of the content will be about plants, with the effect worsening over time.)","As previously mentioned I would like less concept pollution, as that limits the lifespan of my chats."
100,586,True,Other (please specify),Why?I live in your heart,Daily or almost daily,OpenAI (ChatGPT),,,,xAI (Grok),,"Mistral AI (Mistral Medium, Le Chat)",Other (please specify),Yes,6–12 months,Somewhat satisfied,5,5,1,5,1,1,1,1,2,3,2,4,3,2,2,Free,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,3–6 months,Extremely satisfied,5,5,5,5,5,5,5,1,5,5,5,5,5,5,1,Free,,,,,Yes,OpenAI (ChatGPT/GPT-5),,,,,,,,,,,,,,,,,,,,,,,,,,No,1–3 months,Extremely satisfied,5,5,5,5,5,5,1,5,5,5,5,5,5,5,1,,,,Unsure,,Yes,OpenAI (ChatGPT/GPT-5),No,3–6 months,Extremely satisfied,5,5,1,5,5,5,5,1,5,5,5,5,1,1,1,Free,,,,,Yes,OpenAI (ChatGPT/GPT-5),Nsfw ,nsfw ,adult content 
100,567,True,Developer / Software Engineer,Canada,Daily or almost daily,OpenAI (ChatGPT),Anthropic (Claude),Google (Gemini),Meta (Llama),xAI (Grok),DeepSeek,"Mistral AI (Mistral Medium, Le Chat)",,Yes,12–18 months,Somewhat satisfied,2,5,2,3,1,3,1,1,1,2,2,4,4,2,1,,Paid individual,,,Keep plan,No,,No,12–18 months,Neither satisfied nor dissatisfied,3,3,1,2,1,4,3,1,1,3,3,4,4,2,1,,Paid individual,,,Downgrade,No,,No,3–6 months,Neither satisfied nor dissatisfied,5,2,1,2,1,2,4,1,3,4,1,3,3,4,2,,Paid individual,,,Stop using,No,,Yes,12–18 months,Extremely satisfied,5,2,1,1,1,5,5,1,5,3,2,2,2,2,3,Free,,,,,No,,No,1–3 months,Neither satisfied nor dissatisfied,1,5,1,3,1,4,4,1,5,3,2,4,5,2,1,,,,Unsure,,No,,No,6–12 months,Somewhat satisfied,5,4,1,3,1,5,4,1,5,4,3,4,4,4,2,,,,Unsure,,No,,No,6–12 months,Somewhat satisfied,5,4,1,4,1,4,4,1,5,4,2,4,3,3,1,Free,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,"My most preferred models are open source, but I do use API models for live-research and up to date information.","Managing long term context. There's not an economic way to personalize every user's personal data, and it's slow to chew through locally.",I wish OpenAI or Anthropic released proper open models that were widely applicable to many situations (even if only to collaborate with their API models).
100,676,True,Developer / Software Engineer,Israel,Daily or almost daily,,,,,,,"Mistral AI (Mistral Medium, Le Chat)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,More than 18 months,Extremely satisfied,5,4,2,4,5,4,1,1,4,3,3,5,5,2,2,,Paid individual,,,Keep plan,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Fast Short concise answers ,"Invalid information, very long answers when not asked, energy use
","Getting information from a valid source provider that instead making up facts, speed in answers, more focused on answers, facts, and deeper understanding of cod bases instead of conversations fluff "
100,688,True,Writer / Content Creator,US,Daily or almost daily,OpenAI (ChatGPT),Anthropic (Claude),,Meta (Llama),xAI (Grok),,,,No,More than 18 months,Extremely dissatisfied,1,1,1,5,1,1,1,1,1,2,1,3,4,2,2,Free,,,,,No,,No,1–3 months,Neither satisfied nor dissatisfied,3,3,2,2,5,1,4,3,1,1,4,4,5,1,2,,Paid individual,,,Stop using,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,12–18 months,Somewhat dissatisfied,3,3,1,4,1,4,1,5,1,2,2,2,2,2,2,,,,Unsure,,No,,No,6–12 months,Neither satisfied nor dissatisfied,1,1,1,2,4,1,2,5,1,2,3,3,3,3,3,,Paid individual,,,Downgrade,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No ""preferred AI chat model""",Gaslighting and Censorship,"No Censorship,Up Response time,No Hallucination"
100,203,True,Developer / Software Engineer,USA,Daily or almost daily,OpenAI (ChatGPT),,Google (Gemini),,xAI (Grok),,,,Yes,More than 18 months,Somewhat satisfied,3,3,3,3,3,3,3,3,3,2,5,5,3,2,2,Free,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,3–6 months,Somewhat satisfied,3,3,3,3,3,3,3,3,3,5,2,4,2,2,2,Free,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,3–6 months,Somewhat satisfied,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,Free,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Good for researching websites quickly ,Don’t understand the nuances of technical questions ,Better understanding of context and nuances 
100,353,True,Student,India ,Daily or almost daily,OpenAI (ChatGPT),Anthropic (Claude),Google (Gemini),Meta (Llama),xAI (Grok),DeepSeek,"Mistral AI (Mistral Medium, Le Chat)",,No,More than 18 months,Neither satisfied nor dissatisfied,5,4,3,3,3,3,3,3,1,3,3,2,3,4,4,Free,,,,,No,,No,More than 18 months,Somewhat satisfied,5,4,2,2,2,4,4,1,2,2,2,4,4,2,2,Free,,,,,Yes,OpenAI (ChatGPT/GPT-5),Yes,More than 18 months,Somewhat satisfied,5,5,5,4,4,4,4,5,3,5,5,5,5,5,5,,Paid individual,,,Stop using,Yes,Anthropic (Claude),No,More than 18 months,Extremely dissatisfied,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Free,,,,,No,,No,More than 18 months,Extremely satisfied,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,Free,,,,,No,,No,More than 18 months,Extremely satisfied,5,5,2,5,1,3,3,3,4,5,5,5,5,5,5,Free,,,,,No,,No,More than 18 months,Neither satisfied nor dissatisfied,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,Free,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,297,True,Researcher / Academic,United States,Daily or almost daily,OpenAI (ChatGPT),,Google (Gemini),,xAI (Grok),,,Other (please specify),No,More than 18 months,Somewhat satisfied,3,4,4,4,4,4,4,1,1,3,3,4,4,4,3,,Paid individual,,,Stop using,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,More than 18 months,Somewhat satisfied,5,4,4,5,4,5,4,1,3,5,4,5,4,5,3,,Paid individual,,,Keep plan,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Less than 1 month,Neither satisfied nor dissatisfied,3,2,2,1,4,1,3,1,5,3,3,3,3,3,3,Free,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,1–3 months,Somewhat dissatisfied,5,2,1,1,3,3,3,1,5,4,4,4,2,2,2,,Paid individual,,,Stop using,No,,Uses context intelligently to produce results in line with what I wanted.,Being unable to self-correct errors in reasoning.,Less censorship.
100,906,True,Writer / Content Creator,Poland,Weekly,OpenAI (ChatGPT),Anthropic (Claude),Google (Gemini),,xAI (Grok),,"Mistral AI (Mistral Medium, Le Chat)",Other (please specify),No,More than 18 months,Somewhat dissatisfied,1,1,2,2,2,2,1,1,1,2,2,3,2,2,1,Free,,,,,No,,No,1–3 months,Somewhat dissatisfied,1,1,2,1,1,1,1,1,1,2,1,2,1,2,1,Free,,,,,Yes,Google (Gemini),Yes,More than 18 months,Somewhat dissatisfied,1,3,1,2,2,3,1,1,1,3,1,3,2,2,1,Free,,,,,Yes,OpenAI (ChatGPT/GPT-5),,,,,,,,,,,,,,,,,,,,,,,,,,No,1–3 months,Somewhat dissatisfied,1,2,1,2,2,2,1,1,2,2,2,2,2,1,1,Free,,,,,Yes,Anthropic (Claude),,,,,,,,,,,,,,,,,,,,,,,,,,No,6–12 months,Somewhat dissatisfied,1,2,1,2,2,2,3,1,2,1,2,2,2,2,1,Free,,,,,Yes,Anthropic (Claude),Yes,6–12 months,Somewhat satisfied,5,2,4,1,1,4,5,5,5,4,3,2,2,2,1,Free,,,,,Yes,Google (Gemini),Running on my own hardware,"Corporate control, hallucinations, verbosity",Voice interface
100,508,True,Researcher / Academic,France ,Daily or almost daily,OpenAI (ChatGPT),Anthropic (Claude),Google (Gemini),Meta (Llama),,DeepSeek,"Mistral AI (Mistral Medium, Le Chat)",Other (please specify),No,12–18 months,Somewhat dissatisfied,4,4,2,2,3,3,5,1,1,2,2,4,4,4,4,Free,,,,,No,,Yes,12–18 months,Extremely satisfied,4,4,1,3,3,4,4,1,1,3,2,4,4,4,2,,Paid individual,,,Switch model,Yes,Google (Gemini),No,1–3 months,Somewhat satisfied,5,3,1,4,4,3,1,5,2,3,2,4,4,4,2,Free,,,,,Yes,OpenAI (ChatGPT/GPT-5),No,Less than 1 month,Somewhat dissatisfied,4,1,1,1,4,1,2,1,2,2,3,2,2,2,2,Free,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,1–3 months,Somewhat satisfied,4,3,1,3,3,3,5,1,1,3,2,4,4,4,2,Free,,,,,No,,No,3–6 months,Somewhat satisfied,4,3,3,2,5,3,3,1,1,3,2,4,4,4,2,Free,,,,,No,,No,Less than 1 month,Somewhat satisfied,3,4,1,3,2,4,4,1,1,3,2,3,3,3,2,Free,,,,,No,,Coding prototype ,Forgetting part of the context,
100,765,True,Researcher / Academic,United States,Daily or almost daily,OpenAI (ChatGPT),Anthropic (Claude),Google (Gemini),Meta (Llama),xAI (Grok),,"Mistral AI (Mistral Medium, Le Chat)",Other (please specify),No,6–12 months,Neither satisfied nor dissatisfied,1,5,1,5,3,5,3,5,3,4,3,4,5,4,4,Free,,,,,No,,No,3–6 months,Somewhat dissatisfied,3,5,1,5,4,5,5,1,3,4,2,3,5,4,,,Paid individual,,,Downgrade,No,,No,6–12 months,Somewhat satisfied,5,5,2,5,4,4,3,5,3,5,2,4,3,4,3,,Paid individual,,,Keep plan,No,,No,1–3 months,Somewhat dissatisfied,5,1,1,4,3,2,2,5,5,2,2,2,3,3,3,Free,,,,,No,,No,12–18 months,Somewhat satisfied,5,4,5,5,4,3,5,5,5,4,3,5,5,5,5,Free,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,1–3 months,,5,5,1,4,5,5,5,5,5,3,4,5,4,5,5,,Paid individual,,,Keep plan,Yes,Anthropic (Claude),No,1–3 months,Somewhat dissatisfied,5,4,1,5,3,2,4,5,4,3,3,2,1,3,3,Free,,,,,No,,"Mistral is the most open-source, and as an American who researches AI and humanities, I need to see what's under the hood. Mistral is transparent and less gung-ho about AI's potential. At its best, Mistral/Le Chat can help users become better at any number of tasks. ","Cyclical thinking/thought loops; using Reddit and X as legitimate sources of information; weird political biases against centrists and center-right mainstream politics (nothing radical at all, super anodyne); sometimes Grok is prone to, um, antisemitic thinking to say the least (July 8 this year, for example).",Needs a knowledge base update badly. 
